Sat Jan  2 19:16:12 2021
 : PH: 1 Moisture 0 Sunlight 0 Stats PH:1,MOISTURE:0,SUNLIGHT:0
Sat Jan  2 19:16:27 2021
 : PH: 1 Moisture 1 Sunlight 0 Stats PH:1,MOISTURE:1,SUNLIGHT:0
Sat Jan  2 19:16:33 2021
 : PH: 1 Moisture 1 Sunlight 0 Stats PH:1,MOISTURE:1,SUNLIGHT:0
